PUMFID,LM_50A,LM_50B,LM_55,LM_60A,LM_60B,LM_60C,LM_60D,LM_60E,LM_60F,LM_60G,LM_60H,LM_65A,LM_65B,LM_65C,LM_65D,LM_65E,LM_75A,LM_75B,LM_75C,LM_75D,LM_75E,LM_75F,LM_75G,LM_75H,ER_05A,ER_05B,ER_05C,ER_05D,ER_05E,ER_05F,ER_05G,ER_05H,ER_05I,ER_05J,ER_05K,ER_05L,ER_05M,ER_05N,ER_10,HR_05A,HR_05B,HR_05C,HR_05D,HR_05E,HR_10,HR_15A,HR_15B,HR_15C,HR_15D,HR_15E,HR_15F,HR_15G,HR_15H,HR_15I,HR_15J,HR_20A,HR_20B,HR_20C,HR_20D,HR_20E,HR_20F,HR_20G,HR_20H,HR_20I,HR_25A,HR_25B,HR_25C,HR_30A,HR_30B,HR_30C,HR_30D,HR_30E,HR_30F,HR_30G,HR_30H,HR_35,HR_Q25BC,FCR_05,FCR_15,FCR_20,FCR_10A,FCR_10B,FCR_10C,FCR_10D,FCR_10E,FCR_10F,FCR_10G,FCR_10H,FCR_10I,FCR_10J,FCR_10K,CT_05,PCT_10,CT_15A,CT_15B,CT_15C,CT_15D,CT_15E,CT_15F,PTC_05A,PTC_05B,PTC_05C,PTC_05D,PTC_05E,PTC_05F,PTC_05G,PTC_05H,PTC_05I,PTC_05J,PTC_05K,PTC_05L,PTC_05M,PTC_10,PTC_15A,PTC15BC,PTC_15E,PTC_15F,PTC_15G,PTC15DHI,PFW_05A,PFW_05B,PFW_05C,PFW_05D,PFW_05E,PFW_05F,PFW_05G,RURURB,SEX,PTELEWSC,MARSTATC,IMMIGRNC,PCHILD,HHLDSIZC,AGEGRP,PDWELCDC,PEDUC_LC,PEMPSTC,PERS_WGT,VERDATE
7635,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,3,3,3,3,3,3,2,3,3,3,3,4,3,3,2,2,2,1,2,2,4,2,2,1,2,2,2,2,2,2,2,1,1,1,1,1,2,1,2,2,4,.a,.a,2,2,2,1,2,2,2,2,7,.a,2,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,7,7,.a,.a,.a,.a,.a,.a,2,2,1,2,2,2,1,4,2,2,1,2,2,2,.a,.a,.a,.a,.a,.a,5,5,4,4,3,3,2,1,2,2,3,1,0,1,5,1,7,1,1618.5731,16/07/2020
7636,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,1,1,3,3,3,3,3,2,2,2,4,2,4,2,1,2,2,2,2,2,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,1,1,1,2,2,1,2,2,.b,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,6,.a,1,4,3,1,3,1,1,4,1,5,5,5,5,5,8,8,.a,.a,.a,.a,.a,.a,2,3,2,3,3,3,1,4,4,3,3,3,4,.d,.d,.d,.d,.d,.d,.d,5,1,4,4,1,2,5,1,2,.d,1,1,0,2,6,1,2,4,7140.0494,16/07/2020
7637,3,.a,1,1,1,1,1,2,2,1,1,.a,.a,.a,.a,.a,3,4,1,5,4,5,4,5,3,2,3,3,2,4,4,3,3,4,3,4,2,4,2,2,2,2,2,1,1,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,1,1,1,1,2,1,2,2,.b,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,.a,1,1,3,3,3,3,1,1,3,5,5,5,5,5,3,7,2,2,2,1,2,2,2,2,1,3,3,3,1,1,1,2,2,2,4,2,.a,.a,.a,.a,.a,.a,5,4,2,4,1,1,1,2,2,1,1,1,0,3,5,1,5,1,13936.2273,16/07/2020
7638,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,3,2,2,3,4,3,2,3,1,3,3,4,4,4,2,1,2,2,2,2,1,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,1,1,1,2,2,1,2,2,2,.a,.b,.a,.a,.a,.a,.a,.a,.a,.a,6,.b,2,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,3,3,.a,.a,.a,.a,.a,.a,2,4,2,4,4,4,2,4,4,2,2,1,4,2,.a,.a,.a,.a,.a,.a,5,5,2,5,2,1,5,1,2,3,3,1,0,1,5,1,2,1,945.6678,16/07/2020
7639,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,3,4,3,3,4,4,3,3,3,3,3,4,4,4,2,1,1,2,2,2,1,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,1,1,1,1,2,1,2,2,2,.a,1,.a,.a,.a,.a,.a,.a,.a,.a,7,1,1,5,2,2,2,2,1,2,2,5,5,5,5,5,3,8,2,2,2,2,2,1,3,3,2,2,3,3,1,2,3,2,2,2,2,2,.a,.a,.a,.a,.a,.a,5,1,2,4,3,1,1,2,2,2,1,1,0,2,6,1,2,1,2960.885,16/07/2020
7640,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,3,2,2,3,3,3,3,3,1,3,3,4,3,3,1,1,1,1,2,2,1,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,2,1,1,2,2,1,2,2,2,.a,.b,.a,.a,.a,.a,.a,.a,.a,.a,8,.b,1,3,3,1,3,3,3,3,1,5,5,5,5,5,8,8,.a,.a,.a,.a,.a,.a,2,4,1,2,2,3,1,2,4,2,1,1,2,2,.a,.a,.a,.a,.a,.a,5,1,3,3,3,3,2,2,1,.d,1,1,0,2,5,1,6,4,1092.8615,16/07/2020
7641,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,3,4,1,4,3,2,1,3,3,3,3,3,4,3,4,2,1,2,2,2,1,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,2,1,2,2,2,2,2,2,2,1,2,.a,.a,.a,.a,.a,.a,.a,.a,.a,5,2,1,4,3,1,1,1,1,2,2,2,2,2,2,2,3,3,.a,.a,.a,.a,.a,.a,3,3,2,3,3,3,2,3,3,1,4,4,4,1,2,1,2,2,2,2,3,4,4,5,5,5,5,2,2,3,1,2,1,3,3,4,3,1,16457.2746,16/07/2020
7642,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,3,4,4,3,4,3,2,1,3,1,3,4,4,4,2,.d,.d,.d,.d,.d,1,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,1,1,1,2,1,1,1,2,1,1,.a,.a,.a,.a,.a,.a,.a,.a,.a,8,1,2,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,8,8,.a,.a,.a,.a,.a,.a,3,4,2,3,4,3,2,4,3,2,2,2,3,2,.a,.a,.a,.a,.a,.a,5,5,3,1,1,2,5,2,2,.d,3,1,0,1,7,1,4,4,962.0388,16/07/2020
7643,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,3,3,1,3,3,3,2,3,3,1,3,4,1,1,2,2,1,2,2,2,3,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,3,.a,.a,2,2,2,1,2,2,2,2,8,.a,2,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,6,6,.a,.a,.a,.a,.a,.a,2,2,1,2,2,2,1,4,2,1,1,2,1,2,.a,.a,.a,.a,.a,.a,5,5,2,3,4,1,1,2,1,3,3,2,0,1,5,1,6,1,1059.4256,16/07/2020
7644,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,3,1,3,3,3,3,3,3,3,4,3,4,3,4,1,1,1,1,2,2,1,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,1,1,1,1,2,1,2,2,1,1,.a,.a,.a,.a,.a,.a,.a,.a,.a,10,1,1,5,3,3,3,3,3,3,1,5,5,5,5,5,3,3,.a,.a,.a,.a,.a,.a,3,3,3,3,3,3,4,3,3,3,3,3,4,1,1,2,2,2,2,2,5,5,4,4,5,5,5,2,1,3,1,1,0,2,5,1,7,1,1765.3487,16/07/2020
7645,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,3,4,4,3,3,3,3,3,4,2,2,4,2,2,3,1,1,2,2,2,1,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,1,1,1,2,1,1,2,2,2,.a,.b,.a,.a,.a,.a,.a,.a,.a,.a,7,.b,2,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,8,8,.a,.a,.a,.a,.a,.a,2,2,2,3,3,4,1,2,3,3,2,2,3,2,.a,.a,.a,.a,.a,.a,5,5,2,3,3,2,1,1,1,.d,4,1,0,1,5,1,1,4,12584.8228,16/07/2020
7646,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,4,2,3,4,2,1,2,3,1,4,3,4,4,3,2,1,1,2,2,2,4,2,2,1,2,1,2,1,2,2,2,1,2,1,1,1,2,1,1,2,.b,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,9,.a,1,3,6,3,3,3,3,3,1,5,5,5,5,5,3,3,.a,.a,.a,.a,.a,.a,2,3,2,3,3,2,1,4,4,3,3,3,3,2,.a,.a,.a,.a,.a,.a,5,2,2,3,2,3,2,2,1,2,4,2,0,1,4,1,7,1,834.425,16/07/2020
7647,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,4,4,3,2,3,1,3,3,3,3,1,4,1,2,1,1,2,2,2,1,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,1,1,1,1,2,1,2,2,2,.a,.b,.a,.a,.a,.a,.a,.a,.a,.a,2,.b,2,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,5,5,.a,.a,.a,.a,.a,.a,3,3,3,3,3,3,1,3,3,3,3,3,3,1,2,2,2,2,2,1,5,5,3,4,1,1,1,2,2,.d,1,2,1,1,2,4,6,4,4895.7929,16/07/2020
7648,3,.a,1,2,2,2,2,2,2,1,2,.a,.a,.a,.a,.a,2,3,1,1,1,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,1,2,2,2,2,1,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,2,1,1,2,2,2,2,2,1,1,.a,.a,.a,.a,.a,.a,.a,.a,.a,8,1,1,3,3,3,3,3,2,3,1,5,5,5,5,5,3,8,2,1,2,2,2,2,2,2,2,2,2,3,1,2,2,2,2,2,4,2,.a,.a,.a,.a,.a,.a,5,5,2,3,3,3,3,2,1,4,1,1,0,2,7,1,7,3,423.3166,16/07/2020
7649,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.d,4,4,3,1,3,1,1,3,3,3,4,1,3,2,2,2,1,2,2,1,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,1,1,1,2,1,1,2,2,1,1,.a,.a,.a,.a,.a,.a,.a,.a,.a,8,1,1,4,3,3,3,3,2,2,1,5,5,5,5,5,3,3,.a,.a,.a,.a,.a,.a,3,3,2,3,3,3,1,2,3,1,1,3,3,1,2,2,2,1,1,2,5,5,1,1,1,1,5,1,1,.d,1,1,0,2,7,1,1,4,71014.5659,16/07/2020
7650,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,3,1,1,3,1,1,1,1,3,3,1,1,1,3,3,1,2,2,2,2,.b,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,2,1,1,1,1,1,2,2,.b,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,7,.a,1,4,3,2,2,1,1,3,1,1,1,1,1,1,3,3,.a,.a,.a,.a,.a,.a,2,2,1,1,1,3,1,4,3,1,1,1,1,2,.a,.a,.a,.a,.a,.a,4,5,3,4,5,5,3,2,2,3,1,1,1,2,2,1,2,1,3086.6847,16/07/2020
7651,3,.a,2,1,1,1,1,1,1,1,2,1,2,1,2,2,2,2,2,5,5,5,2,2,1,1,1,1,1,3,3,3,3,3,3,4,3,3,2,1,1,2,2,2,1,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,1,1,1,1,2,1,2,2,3,.a,.a,2,2,2,1,1,2,2,2,7,.a,1,5,4,3,3,2,2,2,2,5,5,5,5,5,3,3,.a,.a,.a,.a,.a,.a,2,2,2,2,2,3,1,2,3,2,2,2,2,2,.a,.a,.a,.a,.a,.a,5,5,3,3,3,3,2,2,1,1,1,1,0,2,5,1,6,1,3306.0011,16/07/2020
7652,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,3,3,3,3,3,3,3,3,3,3,3,4,3,4,2,1,2,2,2,2,1,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,1,1,1,2,2,1,2,2,1,1,.a,.a,.a,.a,.a,.a,.a,.a,.a,8,1,1,5,3,1,3,2,3,3,1,5,5,5,5,5,8,8,.a,.a,.a,.a,.a,.a,1,2,1,2,2,2,1,1,2,1,1,1,2,2,.a,.a,.a,.a,.a,.a,5,5,2,3,2,2,5,2,2,.d,1,1,0,2,5,1,6,4,2306.8176,16/07/2020
7653,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,3,2,2,3,2,3,2,2,2,2,2,2,2,4,2,1,1,2,2,2,2,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,1,2,2,2,2,2,2,2,4,.a,.a,2,2,1,1,1,2,2,2,4,.a,2,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,3,3,.a,.a,.a,.a,.a,.a,1,2,1,1,2,4,.d,1,4,1,1,1,1,2,.a,.a,.a,.a,.a,.a,5,1,2,5,1,1,1,2,2,3,4,1,0,3,2,4,4,1,5049.6001,16/07/2020
7654,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,3,2,3,3,3,1,1,1,2,3,1,4,3,1,2,1,1,2,2,2,1,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,1,1,1,1,2,1,2,2,4,.a,.a,2,2,2,1,1,2,2,2,10,.a,1,5,3,3,3,3,3,3,3,5,5,5,5,.d,3,3,.a,.a,.a,.a,.a,.a,2,2,.d,3,3,3,1,1,3,2,2,2,2,2,.a,.a,.a,.a,.a,.a,5,4,3,4,1,1,1,2,1,.d,2,1,0,2,5,3,7,4,1621.9624,16/07/2020
7655,3,.a,2,2,2,2,1,2,1,1,2,1,2,1,2,2,2,2,2,5,5,5,2,2,3,2,3,3,2,4,3,3,3,4,2,4,2,4,2,1,1,2,2,2,1,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,2,2,1,2,2,1,2,2,3,.a,.a,2,2,2,1,2,2,2,2,7,.a,2,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,3,7,2,1,2,2,2,2,3,2,1,3,3,3,1,4,4,1,2,2,3,2,.a,.a,.a,.a,.a,.a,5,5,3,4,5,1,2,2,2,3,4,1,0,1,2,3,6,1,4027.7197,16/07/2020
7656,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,3,3,3,3,3,3,3,3,3,3,3,4,3,4,2,1,1,2,2,2,1,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,1,1,1,2,2,1,2,2,2,.a,.b,.a,.a,.a,.a,.a,.a,.a,.a,10,.b,2,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,8,8,.a,.a,.a,.a,.a,.a,3,3,2,2,3,.d,2,2,2,2,2,2,2,2,.a,.a,.a,.a,.a,.a,5,3,2,4,3,1,5,1,2,.d,3,1,0,1,6,2,2,4,3589.4325,16/07/2020
7657,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,4,1,3,3,3,3,2,1,4,4,4,3,1,3,2,1,1,1,2,4,2,2,1,2,1,2,1,2,1,2,1,1,1,1,1,2,1,2,2,2,.a,1,.a,.a,.a,.a,.a,.a,.a,.a,5,1,2,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,3,8,2,1,2,2,2,1,2,3,1,2,2,4,1,2,2,3,3,4,4,2,.a,.a,.a,.a,.a,.a,5,5,3,5,4,4,4,2,1,.d,3,1,1,3,1,1,4,4,23399.8675,16/07/2020
7658,4,.a,2,2,2,2,2,2,2,2,1,1,2,2,2,2,4,3,4,4,4,4,4,4,1,2,4,1,2,3,4,2,1,3,1,4,3,1,2,1,2,2,2,2,1,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,1,1,1,1,1,1,2,2,1,1,.a,.a,.a,.a,.a,.a,.a,.a,.a,5,1,1,4,3,1,3,1,1,3,3,5,5,5,5,5,8,8,.a,.a,.a,.a,.a,.a,2,3,2,3,3,3,2,3,3,2,2,3,3,2,.a,.a,.a,.a,.a,.a,3,5,3,5,4,5,1,2,2,4,1,2,0,2,5,1,6,3,2832.2135,16/07/2020
7659,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,3,2,2,3,2,3,2,3,3,3,3,4,2,4,3,2,2,1,2,2,1,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,1,1,1,2,1,1,2,2,1,1,.a,.a,.a,.a,.a,.a,.a,.a,.a,10,1,1,5,3,3,3,1,2,3,3,5,5,5,5,5,8,8,.a,.a,.a,.a,.a,.a,3,3,2,3,3,3,1,4,3,3,3,3,3,2,.a,.a,.a,.a,.a,.a,5,1,2,4,5,3,5,2,1,.d,1,1,0,2,6,4,1,4,3660.6649,16/07/2020
7660,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,3,2,3,3,2,1,2,3,1,3,3,3,3,3,2,1,2,2,2,2,2,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,1,1,1,1,1,1,2,2,3,.a,.a,2,1,2,1,2,2,2,2,7,.a,2,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,3,7,2,1,2,1,2,2,2,3,1,2,3,3,1,4,2,1,1,1,3,2,.a,.a,.a,.a,.a,.a,4,4,2,2,2,1,1,2,2,2,4,1,1,1,3,1,6,1,1057.006,16/07/2020
7661,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,3,3,3,3,2,3,2,3,3,4,4,4,4,4,2,1,2,2,2,2,2,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,1,2,2,2,2,2,2,2,.b,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,10,.a,2,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,3,8,2,2,2,2,2,1,4,4,4,1,1,1,1,4,1,1,1,1,4,2,.a,.a,.a,.a,.a,.a,5,5,5,5,5,5,5,1,2,.d,3,1,0,3,4,1,2,4,15177.1455,16/07/2020
7662,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,4,1,3,1,3,2,1,3,3,2,4,2,4,1,2,1,2,2,2,1,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,1,1,1,1,1,1,2,2,4,.a,.a,2,2,2,1,1,2,2,2,9,.a,1,4,2,3,3,3,4,3,3,5,5,5,5,5,3,7,2,1,2,2,2,2,2,2,1,3,3,2,1,2,3,2,2,2,3,2,.a,.a,.a,.a,.a,.a,5,4,3,2,2,2,2,2,1,2,1,2,0,2,3,1,6,1,2514.1367,16/07/2020
7663,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,3,2,3,3,3,3,3,3,3,3,3,4,3,3,1,1,1,1,2,2,1,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,1,1,1,2,2,1,2,2,1,1,.a,.a,.a,.a,.a,.a,.a,.a,.a,10,1,2,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,3,3,.a,.a,.a,.a,.a,.a,2,2,1,2,3,2,1,4,2,2,1,1,3,2,.a,.a,.a,.a,.a,.a,5,1,3,4,2,1,1,1,1,3,4,1,0,1,6,1,5,1,999.0604,16/07/2020
7664,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,4,4,4,4,4,4,4,4,4,4,4,4,4,4,.b,2,1,2,2,2,.b,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,1,1,1,2,2,1,2,2,.b,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,6,.a,2,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,6,6,.a,.a,.a,.a,.a,.a,3,3,1,3,3,3,1,4,4,2,2,2,4,2,.a,.a,.a,.a,.a,.a,5,5,5,5,5,5,5,1,1,.d,4,1,1,3,1,1,1,4,22419.1305,16/07/2020
7665,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,2,3,3,2,3,3,3,3,3,2,4,2,4,2,2,1,2,2,2,4,2,2,1,2,1,2,2,2,2,2,1,2,1,1,2,2,1,2,2,3,.a,.a,2,2,2,1,1,2,2,2,7,.a,2,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,3,3,.a,.a,.a,.a,.a,.a,1,2,1,2,2,2,1,2,4,2,2,1,2,2,.a,.a,.a,.a,.a,.a,5,2,2,3,3,3,3,2,2,3,3,1,0,1,4,4,4,1,4782.4353,16/07/2020
7666,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,1,1,1,2,2,4,2,2,2,2,1,2,1,2,2,2,2,2,1,1,2,2,2,2,2,4,.a,.a,2,2,2,1,1,2,2,2,4,.a,1,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,.a,.a,.a,.a,.a,.a,2,1,2,2,3,2,1,2,3,2,1,1,2,2,.a,.a,.a,.a,.a,.a,2,2,3,2,3,1,1,2,2,.d,1,1,1,2,3,1,4,4,20304.4097,16/07/2020
7667,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,1,3,3,1,3,3,3,3,4,2,1,1,3,2,1,2,2,2,2,2,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,2,2,2,2,2,1,2,2,2,.a,1,.a,.a,.a,.a,.a,.a,.a,.a,7,1,1,3,3,1,1,1,1,2,3,1,1,1,1,5,5,5,.a,.a,.a,.a,.a,.a,1,1,1,2,2,2,1,4,4,2,2,1,1,2,.a,.a,.a,.a,.a,.a,2,5,1,5,2,1,1,2,2,3,2,1,1,2,3,4,3,1,11359.1835,16/07/2020
7668,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,3,4,3,3,4,4,4,3,3,3,2,4,4,4,2,2,1,2,2,2,1,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,1,1,1,2,2,1,2,2,2,.a,.b,.a,.a,.a,.a,.a,.a,.a,.a,9,.b,1,4,3,1,1,1,1,4,2,5,5,5,5,5,8,8,.a,.a,.a,.a,.a,.a,3,4,2,4,4,4,4,4,4,2,3,4,4,2,.a,.a,.a,.a,.a,.a,5,5,2,5,3,5,5,2,2,.d,1,1,0,3,6,1,2,4,36415.7589,16/07/2020
7669,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,2,2,3,2,3,2,1,2,2,2,2,2,2,2,2,1,2,2,2,1,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,1,1,1,2,2,1,2,2,.b,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,4,.a,1,2,3,3,1,3,1,3,1,1,1,1,4,5,3,3,.a,.a,.a,.a,.a,.a,2,2,2,3,2,2,1,2,2,2,2,2,2,2,.a,.a,.a,.a,.a,.a,3,5,2,5,2,1,1,2,2,3,2,1,1,2,4,1,2,1,17132.4542,16/07/2020
7670,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,2,2,1,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,1,1,1,2,2,1,2,2,2,.a,1,.a,.a,.a,.a,.a,.a,.a,.a,10,1,1,4,3,3,3,3,3,3,3,3,3,5,2,2,3,3,.a,.a,.a,.a,.a,.a,1,1,1,2,2,2,1,4,2,1,1,2,2,2,.a,.a,.a,.a,.a,.a,5,5,2,5,2,2,2,1,1,3,1,1,1,2,2,1,4,1,4173.7282,16/07/2020
7671,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,3,3,2,3,3,3,3,3,3,3,3,1,3,3,1,1,1,2,2,2,1,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,2,1,1,2,2,1,2,2,2,.a,1,.a,.a,.a,.a,.a,.a,.a,.a,10,1,1,4,3,3,1,2,1,4,3,3,3,3,4,5,3,3,.a,.a,.a,.a,.a,.a,2,2,2,3,3,3,1,2,3,2,2,2,3,2,.a,.a,.a,.a,.a,.a,1,1,1,2,1,1,1,2,2,3,1,1,1,2,4,1,7,1,2494.2181,16/07/2020
7672,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,2,2,1,2,2,2,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,2,1,1,1,1,1,2,2,1,1,.a,.a,.a,.a,.a,.a,.a,.a,.a,8,1,2,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,3,7,2,1,2,2,2,2,3,2,2,3,3,2,1,2,3,1,2,3,2,2,.a,.a,.a,.a,.a,.a,3,1,3,3,2,3,1,2,2,2,3,1,1,1,3,1,4,1,8306.4712,16/07/2020
