PUMFID,LM_50A,LM_50B,LM_55,LM_60A,LM_60B,LM_60C,LM_60D,LM_60E,LM_60F,LM_60G,LM_60H,LM_65A,LM_65B,LM_65C,LM_65D,LM_65E,LM_75A,LM_75B,LM_75C,LM_75D,LM_75E,LM_75F,LM_75G,LM_75H,ER_05A,ER_05B,ER_05C,ER_05D,ER_05E,ER_05F,ER_05G,ER_05H,ER_05I,ER_05J,ER_05K,ER_05L,ER_05M,ER_05N,ER_10,HR_05A,HR_05B,HR_05C,HR_05D,HR_05E,HR_10,HR_15A,HR_15B,HR_15C,HR_15D,HR_15E,HR_15F,HR_15G,HR_15H,HR_15I,HR_15J,HR_20A,HR_20B,HR_20C,HR_20D,HR_20E,HR_20F,HR_20G,HR_20H,HR_20I,HR_25A,HR_25B,HR_25C,HR_30A,HR_30B,HR_30C,HR_30D,HR_30E,HR_30F,HR_30G,HR_30H,HR_35,HR_Q25BC,FCR_05,FCR_15,FCR_20,FCR_10A,FCR_10B,FCR_10C,FCR_10D,FCR_10E,FCR_10F,FCR_10G,FCR_10H,FCR_10I,FCR_10J,FCR_10K,CT_05,PCT_10,CT_15A,CT_15B,CT_15C,CT_15D,CT_15E,CT_15F,PTC_05A,PTC_05B,PTC_05C,PTC_05D,PTC_05E,PTC_05F,PTC_05G,PTC_05H,PTC_05I,PTC_05J,PTC_05K,PTC_05L,PTC_05M,PTC_10,PTC_15A,PTC15BC,PTC_15E,PTC_15F,PTC_15G,PTC15DHI,PFW_05A,PFW_05B,PFW_05C,PFW_05D,PFW_05E,PFW_05F,PFW_05G,RURURB,SEX,PTELEWSC,MARSTATC,IMMIGRNC,PCHILD,HHLDSIZC,AGEGRP,PDWELCDC,PEDUC_LC,PEMPSTC,PERS_WGT,VERDATE
9965,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,3,2,2,3,2,3,3,3,3,3,2,4,3,4,2,1,1,1,2,2,1,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,1,1,1,2,1,1,2,2,2,.a,.b,.a,.a,.a,.a,.a,.a,.a,.a,6,.b,2,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,3,3,.a,.a,.a,.a,.a,.a,3,2,3,3,3,3,1,2,3,2,2,2,3,2,.a,.a,.a,.a,.a,.a,5,3,3,4,2,2,1,2,2,3,3,1,0,1,3,1,4,1,7321.9754,16/07/2020
9966,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,3,3,3,3,2,3,3,3,3,3,3,3,3,3,2,1,1,1,2,2,1,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,1,1,1,2,2,1,2,2,1,1,.a,.a,.a,.a,.a,.a,.a,.a,.a,9,1,1,5,3,3,3,3,3,3,3,3,3,3,5,5,3,3,.a,.a,.a,.a,.a,.a,2,2,1,2,2,2,1,2,3,1,1,1,2,1,2,1,2,2,2,2,4,5,2,3,4,3,2,2,2,3,1,1,1,2,3,1,6,1,2449.892,16/07/2020
9967,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,3,1,2,3,3,3,1,3,3,3,3,4,3,4,3,1,2,2,2,2,1,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,1,1,1,1,1,1,2,2,1,1,.a,.a,.a,.a,.a,.a,.a,.a,.a,7,1,1,5,3,3,2,3,3,1,1,5,5,5,5,5,3,8,2,2,2,2,2,1,2,2,2,3,3,3,1,4,4,3,3,4,3,2,.a,.a,.a,.a,.a,.a,5,5,4,4,1,1,1,1,1,.d,1,1,0,2,5,1,1,4,4506.2462,16/07/2020
9968,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,2,3,3,4,3,1,3,4,2,2,4,4,4,2,1,1,2,2,2,1,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,1,1,1,2,1,1,2,2,1,1,.a,.a,.a,.a,.a,.a,.a,.a,.a,5,1,1,4,3,2,1,1,1,1,2,5,5,5,5,5,8,8,.a,.a,.a,.a,.a,.a,2,3,2,3,3,4,1,1,4,1,2,2,4,2,.a,.a,.a,.a,.a,.a,5,5,3,5,5,4,2,2,1,.d,1,1,0,2,6,4,6,4,570.8614,16/07/2020
9969,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,3,3,3,3,3,1,1,1,1,3,3,4,3,1,2,1,2,2,2,2,2,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,1,1,1,2,2,1,2,2,3,.a,.a,2,1,2,1,2,2,1,2,8,.a,2,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,5,3,1,1,2,2,2,2,1,2,1,2,2,2,1,2,2,2,2,4,4,1,1,2,2,2,2,1,5,5,3,5,4,2,1,2,2,3,4,1,0,5,1,4,2,1,12111.6467,16/07/2020
9970,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,3,3,3,3,1,3,3,3,3,3,3,4,1,4,1,1,1,1,2,2,2,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,1,1,1,2,2,1,2,2,2,.a,1,.a,.a,.a,.a,.a,.a,.a,.a,9,1,1,4,3,1,1,3,1,2,2,5,5,5,5,5,8,8,.a,.a,.a,.a,.a,.a,2,2,1,2,2,3,1,2,2,2,2,2,2,2,.a,.a,.a,.a,.a,.a,5,5,1,4,5,5,5,2,2,.d,2,1,0,2,5,1,3,4,4267.0602,16/07/2020
9971,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,3,3,3,3,3,3,3,3,3,3,3,4,1,3,2,1,1,2,2,2,1,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,1,1,1,2,2,2,2,2,4,.a,.a,2,2,2,1,1,2,2,2,9,.a,1,5,3,3,3,3,2,2,1,3,3,5,5,5,8,8,.a,.a,.a,.a,.a,.a,3,3,2,2,3,3,1,4,2,2,2,2,2,2,.a,.a,.a,.a,.a,.a,5,5,2,3,1,3,5,2,1,.d,1,1,0,2,6,1,6,4,2613.0122,16/07/2020
9972,3,.a,1,2,1,1,1,2,2,1,2,.a,.a,.a,.a,.a,3,3,1,5,5,5,2,2,3,2,3,3,2,3,3,1,3,3,3,4,3,3,2,2,2,1,2,2,1,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,2,1,2,2,2,1,2,2,1,1,.a,.a,.a,.a,.a,.a,.a,.a,.a,8,1,1,4,3,3,4,3,4,3,4,5,5,5,5,5,3,3,.a,.a,.a,.a,.a,.a,2,2,2,2,2,2,1,2,3,3,2,2,2,2,.a,.a,.a,.a,.a,.a,5,5,2,3,2,2,2,1,2,1,1,1,0,2,4,1,6,1,1226.7058,16/07/2020
9973,3,.a,2,1,1,2,1,2,2,1,2,1,2,1,2,2,2,2,3,5,5,5,3,5,3,1,3,3,3,3,1,3,3,3,3,4,3,4,1,1,1,2,2,2,1,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,2,1,1,1,2,1,2,2,2,.a,1,.a,.a,.a,.a,.a,.a,.a,.a,6,1,1,4,4,1,3,1,1,1,3,5,5,5,5,5,3,8,2,2,2,1,2,2,2,3,1,2,3,3,2,4,4,3,3,3,2,2,.a,.a,.a,.a,.a,.a,5,5,2,3,1,1,1,1,2,1,4,1,0,2,2,2,7,1,3182.9017,16/07/2020
9974,3,.a,1,2,1,2,2,2,2,2,2,.a,.a,.a,.a,.a,2,3,3,5,1,5,2,2,3,3,3,3,3,3,1,2,3,3,3,4,3,3,2,1,1,1,2,2,1,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,1,1,1,1,2,1,2,2,3,.a,.a,2,1,2,1,2,2,2,1,7,.a,1,4,3,1,3,1,3,1,3,5,5,5,5,5,3,3,.a,.a,.a,.a,.a,.a,2,2,2,2,2,3,1,2,4,4,3,2,2,2,.a,.a,.a,.a,.a,.a,5,5,2,2,3,2,4,2,1,1,1,1,0,2,3,1,4,1,3788.2248,16/07/2020
9975,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,3,3,1,3,3,3,2,3,3,3,2,4,2,3,2,1,1,1,2,2,1,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,2,1,1,1,1,2,1,2,2,1,1,.a,.a,.a,.a,.a,.a,.a,.a,.a,6,1,1,5,3,2,2,1,2,3,1,5,5,5,5,5,3,3,.a,.a,.a,.a,.a,.a,2,3,2,3,3,3,1,1,4,2,1,1,1,2,.a,.a,.a,.a,.a,.a,5,5,3,4,1,1,1,2,1,2,1,1,0,2,6,3,7,1,1278.7401,16/07/2020
9976,1,.a,1,1,1,2,2,2,2,2,2,.a,.a,.a,.a,.a,1,1,1,5,5,5,5,5,3,2,3,3,2,3,3,3,3,3,3,4,2,4,1,1,1,2,2,2,2,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,2,2,2,2,2,1,2,2,4,.a,.a,1,2,2,1,1,2,2,2,10,.a,1,4,6,1,3,3,1,2,3,5,5,5,5,5,3,3,.a,.a,.a,.a,.a,.a,2,2,1,2,2,1,1,4,4,1,1,1,2,1,1,2,2,2,2,2,5,5,2,4,2,1,2,2,2,4,4,1,0,1,2,2,7,2,1140.7191,16/07/2020
9977,3,.a,2,1,1,1,1,2,2,2,2,1,1,1,2,2,4,4,2,1,1,3,2,2,1,3,3,3,3,3,1,3,3,3,3,3,3,3,1,1,1,2,2,2,1,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,2,1,1,1,2,1,2,2,4,.a,.a,2,2,1,1,1,2,2,2,7,.a,1,4,2,2,2,2,3,1,1,2,3,5,2,5,5,7,2,1,2,1,2,2,2,2,2,3,3,4,1,4,4,2,3,3,3,2,.a,.a,.a,.a,.a,.a,5,5,4,5,4,1,4,2,1,4,1,1,1,2,2,4,4,2,3002.8468,16/07/2020
9978,3,.a,.b,2,2,2,2,2,2,2,1,.a,.a,.a,.a,.a,5,2,2,5,5,5,2,2,1,2,2,4,2,3,2,1,4,4,3,4,3,3,3,2,2,1,2,2,.b,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,2,2,1,2,1,2,2,2,2,4,.a,.a,2,2,2,1,2,2,2,2,5,.a,1,5,3,1,3,3,2,1,1,5,5,5,5,5,3,3,.a,.a,.a,.a,.a,.a,1,2,1,2,2,2,1,4,2,2,2,1,2,1,1,2,2,2,2,2,5,5,2,1,2,2,4,2,1,1,1,1,0,2,5,1,4,1,20012.8142,16/07/2020
9979,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,2,3,3,1,3,2,4,3,3,3,4,3,3,2,1,1,2,2,2,1,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,1,1,1,1,1,1,2,2,3,.a,.a,2,2,1,1,1,2,2,2,7,.a,1,2,2,1,3,1,1,2,3,3,3,1,3,5,3,3,.a,.a,.a,.a,.a,.a,3,3,2,3,3,4,1,2,3,2,2,3,3,2,.a,.a,.a,.a,.a,.a,2,1,3,4,5,5,5,2,2,3,1,1,1,2,3,2,2,1,1774.2055,16/07/2020
9980,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,3,2,2,3,2,3,1,3,2,2,2,2,2,2,2,1,2,2,2,2,2,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,1,1,2,2,2,2,2,2,4,.a,.a,2,2,2,1,1,2,2,2,7,.a,2,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,5,3,1,2,2,2,2,2,2,2,2,3,3,3,1,3,3,3,2,2,2,2,.a,.a,.a,.a,.a,.a,1,4,2,4,3,3,1,2,1,3,4,1,0,1,4,1,6,1,4199.6427,16/07/2020
9981,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,2,1,4,2,4,4,4,1,3,2,4,2,4,2,2,2,1,2,2,2,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,1,2,1,2,2,1,2,2,2,.a,1,.a,.a,.a,.a,.a,.a,.a,.a,8,1,1,4,3,1,3,2,1,1,3,5,5,5,5,5,8,8,.a,.a,.a,.a,.a,.a,2,2,2,3,2,2,1,2,4,2,2,1,4,2,.a,.a,.a,.a,.a,.a,5,5,4,5,4,5,5,2,2,.d,3,1,0,1,6,2,2,4,25348.6922,16/07/2020
9982,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,3,2,2,3,2,1,2,1,3,3,3,2,2,2,2,1,1,2,2,2,1,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,1,1,2,1,2,1,2,2,2,.a,1,.a,.a,.a,.a,.a,.a,.a,.a,6,1,1,4,3,3,3,3,3,3,1,2,3,5,2,5,3,7,2,1,2,2,2,2,2,2,1,2,2,3,1,2,4,1,2,2,2,2,.a,.a,.a,.a,.a,.a,3,5,4,3,2,1,2,2,2,2,1,1,1,2,3,4,6,1,8118.8811,16/07/2020
9983,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,3,3,3,2,3,3,3,3,3,3,3,4,3,4,2,2,2,1,2,2,.b,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,1,1,1,2,2,1,2,2,.b,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,7,.a,1,5,3,1,1,1,1,3,1,5,5,5,5,5,8,8,.a,.a,.a,.a,.a,.a,2,2,2,2,2,2,1,1,2,1,1,4,4,2,.a,.a,.a,.a,.a,.a,5,5,1,5,1,1,5,2,2,.d,1,1,0,4,5,1,3,4,15019.1707,16/07/2020
9984,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,3,2,1,3,2,2,3,3,4,2,2,4,2,3,2,1,1,2,2,2,1,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,1,1,1,2,1,1,2,2,4,.a,.a,1,2,2,2,2,2,2,2,7,.a,1,4,3,1,1,2,1,1,2,5,5,5,5,5,8,8,.a,.a,.a,.a,.a,.a,2,3,2,3,3,3,.d,2,3,2,2,2,4,2,.a,.a,.a,.a,.a,.a,5,4,2,3,3,3,5,2,2,.d,1,1,0,2,7,1,4,4,10199.2154,16/07/2020
9985,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,1,1,1,4,1,1,1,4,3,1,4,4,4,3,1,1,1,1,2,1,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,1,1,1,2,2,1,1,2,4,.a,.a,2,2,2,2,2,2,1,2,6,.a,1,5,3,1,3,3,1,2,2,5,5,5,5,5,8,8,.a,.a,.a,.a,.a,.a,2,3,2,3,4,4,1,4,4,2,2,2,4,2,.a,.a,.a,.a,.a,.a,5,5,3,5,3,5,5,1,2,.d,1,1,0,2,7,1,4,4,2408.5838,16/07/2020
9986,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,3,3,3,3,3,1,3,3,2,3,3,3,3,3,3,1,2,2,2,2,2,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,1,1,1,2,2,1,2,2,2,.a,1,.a,.a,.a,.a,.a,.a,.a,.a,4,1,2,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,3,3,.a,.a,.a,.a,.a,.a,2,2,2,2,2,4,1,4,4,2,2,2,4,1,1,2,2,2,2,2,3,5,2,5,5,2,5,2,2,.d,4,1,1,1,3,4,2,4,4488.7908,16/07/2020
9987,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,3,4,4,3,4,3,3,3,4,4,4,4,4,4,3,2,1,2,2,2,1,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,2,1,2,1,2,2,1,2,2,2,.a,2,.a,.a,.a,.a,.a,.a,.a,.a,5,2,2,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,1,.a,.a,.a,.a,.a,.a,2,4,4,4,4,3,4,3,4,3,3,3,4,2,.a,.a,.a,.a,.a,.a,4,4,4,4,4,5,5,2,1,.d,3,2,1,3,4,1,6,4,5016.846,16/07/2020
9988,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,3,2,2,3,2,4,3,3,4,3,3,4,4,4,2,1,1,2,2,2,.b,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,2,2,1,2,2,1,2,2,.b,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,8,.a,1,4,6,1,1,1,1,1,1,5,5,5,5,5,8,8,.a,.a,.a,.a,.a,.a,2,2,2,2,4,4,1,2,2,2,2,2,4,2,.a,.a,.a,.a,.a,.a,5,5,3,4,1,1,5,1,2,.d,1,1,0,2,6,1,2,4,6057.4504,16/07/2020
9989,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,3,2,2,3,4,4,3,3,3,3,2,4,2,4,1,2,1,2,2,2,4,2,2,2,2,1,2,2,2,2,2,1,1,1,1,2,2,1,2,2,.b,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,10,.a,1,5,3,3,3,1,1,3,3,5,5,5,5,5,3,3,.a,.a,.a,.a,.a,.a,1,1,2,3,4,3,1,1,4,1,1,1,1,2,.a,.a,.a,.a,.a,.a,5,5,1,4,1,1,1,1,2,3,1,2,0,2,3,1,6,1,1009.0441,16/07/2020
9990,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,3,1,3,3,1,3,3,3,2,3,1,3,1,3,2,1,1,1,2,2,1,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,1,1,1,1,2,1,2,2,2,.a,1,.a,.a,.a,.a,.a,.a,.a,.a,5,1,1,4,2,3,3,5,2,3,1,1,3,1,1,5,4,8,.d,.d,.d,.d,.d,.d,2,2,1,2,2,3,1,2,3,3,1,1,2,2,.a,.a,.a,.a,.a,.a,4,3,4,4,4,1,1,2,1,.d,1,1,1,2,3,1,2,4,5043.4212,16/07/2020
9991,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,3,1,1,3,3,3,3,3,1,3,3,4,1,1,1,2,2,1,2,2,1,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,2,2,2,2,2,1,2,2,2,.a,2,.a,.a,.a,.a,.a,.a,.a,.a,5,2,2,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,3,3,.a,.a,.a,.a,.a,.a,2,2,2,2,2,2,1,2,3,2,2,2,2,2,.a,.a,.a,.a,.a,.a,5,5,2,3,5,2,5,2,1,3,4,1,0,1,2,3,3,1,16889.1421,16/07/2020
9992,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,3,1,3,3,1,3,3,3,3,4,1,4,1,4,3,1,1,1,2,2,1,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,1,1,2,2,1,1,2,2,2,.a,2,.a,.a,.a,.a,.a,.a,.a,.a,2,2,1,4,2,3,3,1,1,3,1,5,5,5,5,5,3,3,.a,.a,.a,.a,.a,.a,2,2,2,2,3,3,1,2,3,3,2,2,2,1,1,2,1,2,2,2,5,5,2,5,1,1,3,2,2,.d,4,1,0,2,1,1,5,4,1383.7474,16/07/2020
9993,3,.a,1,1,1,2,1,1,1,1,2,.a,.a,.a,.a,.a,3,3,2,3,1,1,2,2,1,1,1,1,2,3,3,3,1,2,2,1,2,3,2,1,1,2,2,2,3,2,1,1,2,1,2,1,2,2,2,1,2,1,1,1,2,1,2,2,2,.a,.b,.a,.a,.a,.a,.a,.a,.a,.a,6,.b,1,4,3,1,1,3,3,1,2,1,1,5,1,5,3,8,2,2,2,2,2,1,2,3,1,2,3,3,1,1,3,2,1,1,2,2,.a,.a,.a,.a,.a,.a,5,2,3,4,4,3,2,2,2,4,2,1,0,2,2,1,6,2,5522.91,16/07/2020
9994,3,.a,1,1,1,2,1,2,2,2,2,.a,.a,.a,.a,.a,2,2,5,5,5,5,5,5,3,2,3,3,3,3,3,3,3,4,3,4,3,4,3,1,1,2,2,2,2,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,2,1,1,1,2,1,2,2,1,.b,.a,.a,.a,.a,.a,.a,.a,.a,.a,8,.b,2,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,3,3,.a,.a,.a,.a,.a,.a,2,2,1,2,3,3,1,1,2,1,2,1,3,2,.a,.a,.a,.a,.a,.a,5,3,2,5,4,1,1,2,2,1,3,1,0,1,5,1,2,1,1266.8521,16/07/2020
9995,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,2,3,3,2,3,2,1,3,2,2,4,3,3,2,1,1,1,2,2,1,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,1,1,1,2,2,1,2,2,3,.a,.a,2,2,2,2,2,2,1,2,5,.a,1,4,3,2,3,1,3,3,1,5,5,5,5,5,8,8,.a,.a,.a,.a,.a,.a,3,2,2,3,3,3,4,1,3,2,2,2,4,1,2,2,1,2,1,2,5,2,2,3,4,3,5,2,1,.d,1,1,0,2,6,4,2,4,18942.9593,16/07/2020
9996,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,3,4,3,3,1,3,1,3,3,3,1,4,1,3,2,2,1,2,2,2,2,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,1,1,1,1,2,1,2,2,4,.a,.a,2,2,2,1,2,2,2,2,8,.a,2,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,5,5,.a,.a,.a,.a,.a,.a,2,4,2,4,2,3,4,2,4,2,3,3,4,2,.a,.a,.a,.a,.a,.a,5,5,2,5,2,2,3,2,2,2,4,2,0,1,4,3,6,1,8437.6519,16/07/2020
9997,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,3,3,3,3,2,3,2,3,3,3,2,4,2,4,2,1,2,2,2,2,1,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,2,1,1,2,2,1,2,2,1,1,.a,.a,.a,.a,.a,.a,.a,.a,.a,7,1,1,3,3,1,3,3,1,3,3,5,5,5,5,5,8,8,.a,.a,.a,.a,.a,.a,3,3,2,3,3,3,1,4,4,2,3,2,4,2,.a,.a,.a,.a,.a,.a,5,5,2,4,1,3,5,2,1,.d,1,1,0,3,6,1,1,4,6503.2019,16/07/2020
9998,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,3,2,3,3,2,3,2,1,3,3,3,2,2,3,2,1,1,2,2,2,2,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,1,1,1,1,2,1,2,2,3,.a,.a,2,2,2,1,2,2,2,2,8,.a,1,4,3,1,2,1,2,3,2,3,3,4,4,3,3,7,2,2,2,1,2,2,2,3,2,3,3,3,1,1,4,2,2,2,2,2,.a,.a,.a,.a,.a,.a,3,5,3,4,3,2,4,2,1,2,1,1,1,2,4,1,4,1,2165.2737,16/07/2020
9999,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,2,1,3,3,3,3,3,3,2,3,3,3,3,2,2,2,1,2,2,2,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,1,1,1,2,2,1,2,2,4,.a,.a,2,2,2,1,1,2,2,2,3,.a,1,2,5,1,1,1,1,1,2,3,3,1,1,1,3,3,.a,.a,.a,.a,.a,.a,2,2,2,2,2,3,1,2,2,2,2,2,2,1,2,2,2,2,2,1,2,5,4,3,5,5,5,2,2,3,2,2,1,2,3,4,2,1,47315.0694,16/07/2020
10000,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,3,3,3,3,3,3,2,3,3,3,3,3,2,2,4,1,1,2,2,2,2,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,1,1,1,2,2,2,2,2,2,.a,.b,.a,.a,.a,.a,.a,.a,.a,.a,7,.b,1,1,3,2,3,3,2,3,3,5,5,5,5,5,3,8,1,2,2,2,2,2,2,4,2,2,4,2,1,2,3,3,3,3,3,2,.a,.a,.a,.a,.a,.a,5,5,3,3,5,5,5,2,2,.d,1,2,0,2,5,4,6,4,3627.9777,16/07/2020
10001,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,3,2,2,3,2,3,3,3,3,3,3,4,3,4,3,1,1,2,2,2,2,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,1,1,1,2,1,2,2,2,2,.a,.b,.a,.a,.a,.a,.a,.a,.a,.a,5,.b,1,5,3,2,3,1,1,1,3,5,5,5,5,5,3,3,.a,.a,.a,.a,.a,.a,3,3,2,3,3,3,2,3,4,.d,2,2,3,2,.a,.a,.a,.a,.a,.a,5,3,4,4,4,4,4,2,2,3,1,1,0,2,3,1,4,1,7497.4955,16/07/2020
10002,3,.a,.b,2,2,2,2,2,1,2,2,.a,.a,.a,.a,.a,3,3,3,5,5,5,2,5,3,3,3,3,3,3,3,3,1,3,3,4,1,3,2,1,1,2,2,2,2,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,1,2,1,1,2,2,2,2,2,.b,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,5,.a,1,5,3,3,3,3,2,1,3,3,3,5,3,5,3,3,.a,.a,.a,.a,.a,.a,2,2,1,3,3,2,1,3,3,2,2,2,3,2,.a,.a,.a,.a,.a,.a,5,5,1,3,1,1,5,2,1,4,1,1,0,2,5,1,4,3,2536.8642,16/07/2020
